,label,prob,cleaned_tweet,tweet_id,racist
2427,hateful,tensor(0.9877),yous gold bottle these hoes pink mascato,1001024003,0
2428,hateful,tensor(0.9902),she the only bitch that stayed loyal she keeper bro,1001003101,0
2429,hateful,tensor(0.9846),niggas wanna see yah doin good bt not betta than them,8.92E+17,0
2430,not-hateful,tensor(0.7909),du last year you fought back against abvp violence and snatched dusu president and vp posts this year sendthemhome no votes for thugs no votes for abvp abvpkagundaraj,557,0
2431,not-hateful,tensor(0.6974),rt hun quitting my job and going to learn to become psychic now know what you re thinking well not yet going to,1001020158,0
2432,hateful,tensor(0.9762),rack city started playing niggas started doing supastar stands lol madd they knew the whole stand,5.93641E+17,0
2433,not-hateful,tensor(0.9137),let laugh at the hurting women in the church our sisters in christ so funny make fun of the hurting hysterical,8116,0
2434,hateful,tensor(0.9957),rt lana it ain nuttin ta fuck that bitch dawg frohorsemen,1001020057,0
2435,hateful,tensor(0.9698),the nice side of long beach really got hoes lol,1001022054,0
2436,hateful,tensor(0.9896),some women are aggressive promiscuous whores but all women must try harder not to make men feel uncomf,6123,1
2437,hateful,tensor(0.9852),rt what does forever mean to some of you bitches lol months,1001017829,0
2438,hateful,tensor(0.9218),think met the right nigga,5.91845E+17,0
2439,hateful,tensor(0.9882),you heard me letting people know you having relationship problems arguing on here that what them hoes like so stop,1001004608,0
2440,hateful,tensor(0.9176),karma sure is bitch lol,1001012514,0
2441,hateful,tensor(0.9934),rt pillow talking too yo hoe hating on nigga fuck around loose ya hoe like that,1001016011,1
2442,hateful,tensor(0.9904),wish wish wish wish wish wish bitch would cept she already did gonna have to handle this,1001011392,0
2443,hateful,tensor(0.9920),can fuck with coon ass girl bruh,1001008571,0
2444,not-hateful,tensor(0.9995),where the replay of the israeli skater,9.62E+17,0
2445,hateful,tensor(0.9286),yea def not fuckung with niggas from the nati anymore,5.90154E+17,0
2446,hateful,tensor(0.9931),rt fasho you ve been officially hired as my bitch,1001015391,0
2447,hateful,tensor(0.9810),when you decide to trade your testicles in for psychotic bitch,5533,1
2448,hateful,tensor(0.9911),if you ain my bro your bitch single in my eyes,1001011912,0
2449,hateful,tensor(0.9690),hate with passion when you just start texting nigga and they already asking for pictures and sex you ll get cut off real fast,5.92328E+17,0
2450,hateful,tensor(0.9858),gotta watch them niggas that you be around been turn around and watch them niggas they been around,9.28E+17,0
2451,not-hateful,tensor(0.6207),these are not refugees but aggressive male migrants the med leaders with exception of want to kindly share others in reality they already have by previously waving through hundreds of thousands of unknown migrants to roam europe,2964,1
2452,hateful,tensor(0.9608),big taken my nigga never thought to ass would settle down frfr,1.00E+18,0
2453,not-hateful,tensor(0.9977),migrants unhcr says migrant arrival emergency in spain,18556,0
2454,hateful,tensor(0.9936),rt dont mind me im just over here tryin to teach ur bitch how to dougie,1001019349,0
2455,hateful,tensor(0.9829),old with old wolf pussy that is,1001003459,0
2456,not-hateful,tensor(0.9980),middle eastern,8.24E+17,0
2457,hateful,tensor(0.9896),all hoes messy on god nbs,1001001190,0
2458,not-hateful,tensor(0.9296),dtmag iraqi immigrant accused of shooting colorado cop has criminal history yet avoided deportation report says,18333,0
2459,hateful,tensor(0.9946),rt ima beat yo lil young ass quick plyin hoe,1001014641,0
2460,not-hateful,tensor(0.6163),if you re more upset at black player sitting during national anthem than the vegas shooter yes you re racist inbred,9.15E+17,1
2461,hateful,tensor(0.9918),have yet to understand why so many bytches getting the bull piercing it called septic or something like that,1001010823,0
2462,hateful,tensor(0.9795),oh no he you main nigga no ma am,5.87827E+17,0
2463,hateful,tensor(0.8904),white girls pass laughing she was holding mike gretzky dick me walks into crpes la cart to laugh me hears cole,8.21E+17,0
2464,not-hateful,tensor(0.8196),unhcr aids return of over somali refugees from yemen,692,0
2465,hateful,tensor(0.5494),disagree you can never justify race mixing some of them girls may have been brainwashed by media also you are condemning their kids and furture generations of kids to non white future,13858341_1,1
2466,hateful,tensor(0.9946),rt ion even ask lightskin bitches for nudes nomo fuck all,1001020012,0
2467,not-hateful,tensor(0.9999),there an application an interview it whole process,7366,0
2468,hateful,tensor(0.9817),all hoes singing it too,1001002830,0
2469,not-hateful,tensor(0.9966),need some clams on the half shell down here all you can get is deep fried clam necks,1001004506,0
2470,not-hateful,tensor(0.6099),illegal immigration drives up real estate prices widens wealth gaps reduces high tech investment increases state and local tax burdens hurts kids schools and college education pushes americans away from high tech jobs,3275,1
2471,hateful,tensor(0.6724),no sense nigga,1.01E+18,0
2472,not-hateful,tensor(0.9903),me of our friends had blast watching girlstrip the collective commentary from black women in that movie was magic,8.89E+17,0
2473,not-hateful,tensor(0.9994),guess so oh well,7397,0
2474,hateful,tensor(0.7990),so much hate in your protesting no wonder the african american race continues to be unblessed,6.71194E+17,1
2475,hateful,tensor(0.8142),do not even get me started on spandex womensuck,5686,1
2476,hateful,tensor(0.9789),gonna hoe the shit out of you when we meet again can not wait,1001011576,0
2477,hateful,tensor(0.9908),me mom honestly thank you for making me bad bitch mom you ve gotta stop,1001013134,0
2478,hateful,tensor(0.8571),teaching my gringo friends la cultura guey,1.02E+18,0
2479,hateful,tensor(0.9833),sprite hoe,1001006098,0
2480,hateful,tensor(0.9665),nigga just embarrassed the hell out this lil girl he screamin from down the block pull your shorts down that nasty know your mother,8.81E+17,0
2481,not-hateful,tensor(0.9957),at sweetee thai in artesia ca,6.80966E+17,0
2482,hateful,tensor(0.9815),made one of my all time favorites look like bitch on the grandest stage of em all,1001013015,0
2483,hateful,tensor(0.9844),see the same hoes,1001011152,0
2484,not-hateful,tensor(0.7217),like really want rafter monkey,1001007588,0
2485,not-hateful,tensor(1.0000),three years ago joined an incredibly remarkable group of students in discussing immigration,7.03608E+17,0
2486,not-hateful,tensor(0.9351),in stretch of arizona border illegalalien migrant families keep coming buildthewall secureborders noamnesty,2058,1
2487,hateful,tensor(0.9666),ve said it before and ll say it again don tug on my dick unless you plan on sucking it womensuck,5763,1
2488,hateful,tensor(0.9772),some of these sex gifs are fucking retarded,1001021497,0
2489,hateful,tensor(0.9815),bitch stfu ian connor aint fucking artist the life of one but he aint artist know shit before you speak,8849,1
2490,hateful,tensor(0.9927),rt this hoe swear to god that boy fuckin everybody,1001017176,0
2491,hateful,tensor(0.9872),niggas be having the cutest girlfriends around but cheat on her with ugly bitch icd with niggas,5.88229E+17,0
2492,hateful,tensor(0.8881),bird just smacked right into my car window my parked car window scared the fuck outta me,1001007623,0
2493,hateful,tensor(0.9761),rt how you pressed over some pussy you never had,1001017499,0
2494,not-hateful,tensor(0.9977),also helps being light skin,9.87E+17,0
2495,hateful,tensor(0.9913),was literally trappin when drake dropped that take bitch from any nigga that what we do line can taste the hennessey now,1001011343,0
2496,not-hateful,tensor(0.7094),very interesting that so many pundits have said that liberals like other wacky leftists would be saying the sotu would have the russian story as dark cloud over it right on the money next will likely be whining racist,9.59E+17,0
2497,not-hateful,tensor(0.9999),check out this video im honored got to see start rolling out this new tech in uganda to make sure food gets to the right refugees,18277,0
2498,hateful,tensor(0.9874),so excited for tomorrow saturday then just being lazy bitch on sunday,1001021396,0
2499,hateful,tensor(0.9871),sharkeisha is not dead you re all retarded lop,1001021150,0
2500,hateful,tensor(0.9885),wrongfilmquotes everytime come in the kitchen you in the kitchen in the goddamn refrigerator eatin up all the pussy,1001000947,0
2501,hateful,tensor(0.9903),phone cool but basic girly bitch so dry plain,1001011096,0
2502,hateful,tensor(0.9935),why niggas always mad when you go somewhere and invite them but when you do invite them they decline or cancel this is why didnt invite youuuuuu,9.83E+17,0
2503,not-hateful,tensor(0.9932),naturalcure health cheapest indian therapy to treat diabetes control diabetes in remedies selfcare,9.76E+17,0
2504,hateful,tensor(0.9908),every good story starts off with so this bitch lol,1001009227,0
2505,hateful,tensor(0.8456),gip my nigga garfield,8.64E+17,0
2506,hateful,tensor(0.9997),fucking cant believe dad made me work with these latinos instead of just making me supervisor,1.02E+18,1
2507,hateful,tensor(0.7137),dont end us monkeys then hate us because were better than crackers love it deep down know weve done nothin,1001007492,1
2508,hateful,tensor(0.9989),entire west must unite to isolate rogue pak creator of terror in the world stop selling arms to muslim countries,1812,0
2509,hateful,tensor(0.9600),im beside myself watching these protests in california unbelievable bunch of unamericans gathered together in order to spout off bullshit gtfo of our country trash batshitcrazy undocumentediscriminal sendthemback americafirst buildthewall,1055,1
2510,hateful,tensor(0.9831),if fucked her know every niggah want her,1001011837,0
2511,hateful,tensor(0.9866),confessions of mother fucking bitch keep checking the cooker switches and front door like craig off corrienation street cant stop eating im going to hole full of depression help me,8901,0
2512,hateful,tensor(0.5629),ghetto driving nice car and not having to pay lot for rent drive lexus and pay little rent just saying,1001006078,0
2513,hateful,tensor(0.7086),yeah do not think its about injuns think redskins is about politics and alcoholism in washingtondc,1001004578,0
2514,hateful,tensor(0.9905),you fat hoes need to exercise and diet,1001023790,0
2515,hateful,tensor(0.9474),pretty really nigga,5.90372E+17,0
2516,hateful,tensor(0.9764),picked welbeck for my team have to be some kind of cunt yes,1001011097,0
2517,hateful,tensor(0.9948),do not ever expose females like that that childish bitch nigga shiiii,1001000398,0
2518,hateful,tensor(0.9604),by not being an unloyal retard,1001006343,0
2519,hateful,tensor(0.9995),humantrafficking rohingyas refugees,18394,0
2520,not-hateful,tensor(0.6060),does he realize he cheering for the racialreplacement and genocide of the french people how many of those players were french stoptheinvasion stopthegreatreplacement stopwhitegenocide,4624,0
2521,not-hateful,tensor(0.9985),there should be side trip into dc to charlie palmers during cpac,1001022149,0
2522,hateful,tensor(0.9906),stop whacking off in the shower queer boy,1001021641,0
2523,hateful,tensor(0.9915),this bitch just called me bougie whore tho ol angry bird lmao,1001022401,0
2524,not-hateful,tensor(0.9980),word do any of ur decisions include anchor feather infinity sign bird,1001004614,0
2525,hateful,tensor(0.9817),some scandalous hoes then lmao,1001006707,0
2526,hateful,tensor(0.9927),lmao ain savage these hoes for everybody,1001002761,0
2527,not-hateful,tensor(0.9992),bae won his game redskins,1001024093,0
2528,not-hateful,tensor(0.9997),you re all just crows on the power lines,1001023953,0
2529,hateful,tensor(0.9707),done seen niggas die for them green bucks seen niggas go to trial for them green bucks,9.74E+17,0
2530,hateful,tensor(0.9938),rt she called me mexican is that all she have on me tho im proud hispanic bitch sure liked this dick tho hoe,1001019656,0
2531,hateful,tensor(0.9696),rt doctor is available to examine your pussy testicles and penis as painlessly as possible,1001019218,0
2532,not-hateful,tensor(0.6292),rt when you has frownie eats brownie,1001019786,0
2533,hateful,tensor(0.9839),if niggah hating call him joe budden pusseh,9.39E+17,0
2534,not-hateful,tensor(0.9978),in the trash,1001004480,0
2535,not-hateful,tensor(0.8804),rt texas ranchers terrorists reportedly caught at border feds clam up,1001017260,0
2536,hateful,tensor(0.9930),oh state just enjoy your trailer trash and your sub par sports,1001005768,0
2537,hateful,tensor(0.9926),rt this dogs like go on tell em ate your bitch ass homework they ain never gunna believe your dumb ass,1001019289,0
2538,hateful,tensor(0.9387),bitch caught body about week ago everybody catching bullet holes,1001002345,0
2539,hateful,tensor(0.9950),rt got bad ass bitch just bouncing on my dick,1001017187,0
2540,hateful,tensor(0.9927),lol when nigga say he miss say do not miss me miss ya bitch lmao,1001012937,0
2541,hateful,tensor(0.9883),it this hoe pics looking at she got her ass out in pics then got with her son these hoes crazy,1001012289,0
2542,hateful,tensor(0.9679),aint no nigga kept it with me yet fuck alllll yall mean that from the bottom of my heart lmao,9.72E+17,0
2543,hateful,tensor(0.9923),rt bitches love posting them goals pics showing range rover mansion and money everywhere bitch you unemployed,1001016382,0
2544,not-hateful,tensor(0.9624),labor trafficking results in detention deportation these days so it not working either never has actually visa are limited at year and have never maxed out,9.74E+17,0
2545,hateful,tensor(0.9695),nigga was there he was tryna eat it,5.89506E+17,0
2546,hateful,tensor(0.7668),think he is bigot and racist sick psychotic individual,1.02E+18,0
2547,hateful,tensor(0.9903),one room full of bad bitches lmao can believe kicking it with my mains from myspace,1001013983,0
2548,hateful,tensor(0.9913),better play your part bitch do not be smart bitch cuz might have change of heart,1001008234,0
2549,not-hateful,tensor(0.9998),that where birds came from,1001007233,0
2550,hateful,tensor(0.9793),you clown ass nigga put wig on,5.89653E+17,0
2551,not-hateful,tensor(0.9886),charlie day,1001003999,0
2552,not-hateful,tensor(0.9998),that is hysterical and you say that with straight face,9089,0
2553,not-hateful,tensor(0.9999),rt not all black girls are ghetto,1001019599,0
2554,hateful,tensor(0.9940),everybody is being bitch at my house,1001009250,0
2555,not-hateful,tensor(0.8306),all my bitches love me all my all my bitches love me all my bitches love me you ain fuckin with my dougie,1001007806,0
2556,hateful,tensor(0.9849),do non whites really think they measure up to whites,12858929_2,1
2557,not-hateful,tensor(0.9993),enacte arts artsangam present the twentieth wife mexican heritage theater,7.02538E+17,0
2558,hateful,tensor(0.9621),this nigga micah so hectic,8.47E+17,0
2559,hateful,tensor(0.9716),zelda bitches lol,1001024014,0
2560,not-hateful,tensor(0.9956),of course,6.898E+17,0
2561,hateful,tensor(0.6576),just want to know why every italian mafia mob movie got away with saying nigger,1.00E+18,1
2562,hateful,tensor(0.9944),rt wonder if can sue bitch wasting my mf time,1001017450,0
2563,not-hateful,tensor(0.6959),lol no not in that sense you give yourself to your husband doesnt mean he should rape the woman is still the primary owner of her body,6635,0
2564,hateful,tensor(0.9904),both you bitches go to sleep,1001006050,0
2565,hateful,tensor(0.9970),rt all these damn bitches on my phone line,1001018976,0
2566,hateful,tensor(0.9945),ur so anal stfu for once bitch,1001004004,0
2567,hateful,tensor(0.9487),ten playlists in so niggas gotta do something special tonight at pm,1.02E+18,0
2568,not-hateful,tensor(0.5110),rt rip tom foley rip greg sikorskey rip charlie anaya rip wells crowther rip andy fredericks,1001019428,0
2569,hateful,tensor(0.8725),one time went on gym date with trainer thought it was gone be real cute sweet nigga dog walked me was sore for month swear to god,9.53E+17,0
2570,not-hateful,tensor(0.9974),all my niggas wanna do is pop style turn my birthday into lifestyle,7.24022E+17,0
2571,hateful,tensor(0.9924),go talk to your other hoes first of all bitch youre the only one talk to,6336,1
2572,hateful,tensor(0.9862),can spot that nigga in million man march,8.96E+17,0
2573,hateful,tensor(0.9819),dollar card make young nicca go hard throw in cell phone can get you left on the yard,1001007613,0
2574,hateful,tensor(0.9990),stop bringing weird niggers into my mentions,1001000209,0
2575,hateful,tensor(0.9930),have condoms everywhere so bitches think responsible lol not fuck condoms,5535,0
2576,hateful,tensor(0.9955),if only there was medal for that we hate fags but we will not kill them medal thank for the privilege to let fags live,1001004873,1
2577,hateful,tensor(0.9231),money keep nigga motivated,5.93616E+17,0
2578,hateful,tensor(0.9841),rt when will you guys leave that childish pussy alone get that sophisticated pussy,1001018833,0
2579,hateful,tensor(0.9840),bitches be feelin my nigga alot more since he gettin skinny,9.43E+17,0
2580,hateful,tensor(0.8751),butler unchained review short version whitey sucks and potentially positive film is simply anti white agitprop,1001008501,0
2581,not-hateful,tensor(0.9980),you do not look filipino omg lol,5.92776E+17,0
2582,hateful,tensor(0.9807),sombody bring me some pussy,1001021463,0
2583,hateful,tensor(0.9569),oh you want pho well saimigi is ghetto pho eat that shit since im broke,1001013892,0
2584,hateful,tensor(0.8320),lmao when my nigga senses are tingling,9.29E+17,0
2585,not-hateful,tensor(0.8505),nigga what,9.44E+17,0
2586,not-hateful,tensor(0.8505),nigga what,5.89953E+17,0
2587,not-hateful,tensor(0.8505),nigga what,9.44E+17,0
2588,not-hateful,tensor(0.8505),nigga what,5.89953E+17,0
2589,hateful,tensor(0.9103),need spanish woman they do not have ghetto names they can cook they down with till the casket and they curvy,1001011053,0
2590,hateful,tensor(0.9876),quote this with your best racist comment need them for this white bitch comin at my black side llab,1001024883,0
2591,hateful,tensor(0.9690),only thing about north carolina is they actually support niggas they do not hate out here,8.88E+17,0
2592,not-hateful,tensor(0.9997),me read this article about it also me really just read the headline and made up the rest,7669,0
2593,hateful,tensor(0.9331),niggas how many dudes you talking to females yeaaaa,1.02E+18,0
2594,hateful,tensor(0.9961),rt need my dick sucked fuck bitch need sluts,1001020327,0
2595,hateful,tensor(0.9939),cruisin round the street in my jockin the bitches slappin the hoes,1001008787,0
2596,hateful,tensor(0.9920),rt you always say we dont love these hoes yet yo girl hoe,1001016352,0
2597,hateful,tensor(0.9950),rt african because ur african bitch,1001014628,0
2598,hateful,tensor(0.9115),is that twat or twat like formally,1001007548,0
2599,not-hateful,tensor(0.9797),russia turkey jordan are in talks on return of syrian refugees lavrov,1536,0
2600,not-hateful,tensor(0.9997),thank you am and byron tyler for hosting us last week we love letting the mid south know about the memphis cup of nations and world relief memphis work to empower the local church to serve vulnerable refugees and immigrants,2456,0
2601,hateful,tensor(0.8494),womensmarch tamika mallory less than of population owned slaves were not of them stop screeching you re disgusting little troll,8.23E+17,0
2602,not-hateful,tensor(0.9766),from first form till now and di link still strong big up me chinese brother pon him earthday,8.21E+17,0
2603,hateful,tensor(0.9897),money weed bitches hanging wit snitches shit it was not my intention,1001024723,0
2604,not-hateful,tensor(0.9999),greek police arrest suspected of killing pakistani migrant,4302,0
2605,not-hateful,tensor(0.9991),see virtual tour of our listing on big indian loop mooresville ri realestate,6.75008E+17,0
2606,hateful,tensor(0.9884),bout time bitch,1001005823,0
2607,hateful,tensor(0.7933),if you support her company after she has purposely excluded black women from it when wanting their culture youre ignorant and the problem,9.39E+17,1
2608,hateful,tensor(0.8064),ahhh my cousin fetus does not have dick and want to rant about gender reveals but ve also been the youngest girl cousin for years,6499,0
2609,not-hateful,tensor(0.9998),haven had chinese food in forever,8.49E+17,0
2610,hateful,tensor(0.9653),tongue inside her pussy or dont bother eating her,1001022698,0
2611,not-hateful,tensor(0.9956),haitians to protest hillary clintons speech at new york city college,8.63E+17,0
2612,hateful,tensor(0.9901),listen love lil but would not fuck with dej loaf at all she prob got poison up in her nail polish like that bitch from holes,6417,1
2613,hateful,tensor(0.9951),so many bitches you gon need to change ya name from jebidiah to bitches,1001003543,0
2614,hateful,tensor(0.9841),if ur ugly women who interacted with kriss before this deserve to have ur gi tract rammed through with hot iron stake smug bitch,6074,1
2615,hateful,tensor(0.9860),whens homecoming ho slut the th,1001001780,0
2616,hateful,tensor(0.9972),lmaaoooo would not trust this nigga to run our country,5.90719E+17,0
2617,hateful,tensor(0.9511),rt men are smarter than women that why women always get played by men truth,5021,1
2618,not-hateful,tensor(0.5464),when most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is problem with the white race memo,13446781_3,1
2619,hateful,tensor(0.9734),look hes scared of woman as he hides in an embassy from child rape charges suck your own gay richard bra,18935,0
2620,hateful,tensor(0.9888),should be the global ambassador of something put ppl on des nuts hoe ahh nigga,1001001353,0
2621,hateful,tensor(0.9918),but calling this bitch yeah ok after you called me return calls especially if it ain my girl,1001008476,0
2622,not-hateful,tensor(0.5879),who stop george soros he spend about mio usd to support refugees for europe this crowd will destroy europe is that what soros want,1018,1
2623,hateful,tensor(0.9905),snorted shit with more girls in my presence than dude lmao coke head bitches,1001011176,0
2624,not-hateful,tensor(0.6102),can they trade her for illegal immigrants,1985,1
2625,not-hateful,tensor(0.9973),at chipotle mexican grill in north chesterfield va,7.10574E+17,0
2626,hateful,tensor(0.9882),this woman in front of me really needs about xanax shes just told her kid to stop being cunt lmao,5870,1
2627,hateful,tensor(0.9923),surprised my ex girlfriend is not on shark week she was vicious bitch womensuck,5758,1
2628,hateful,tensor(0.9725),fuck tittie tuesday let make twiddling twat tuesday thing,7504,0
2629,hateful,tensor(0.9912),not the brightest but can guess her game lil and know how much of attention whores those bitches are,1001011633,0
2630,not-hateful,tensor(0.9996),former view host candace cameron bure wants another republican on the panel,3879,0
2631,hateful,tensor(0.9880),like bad kids bitch we reckless,1001012732,0
2632,hateful,tensor(0.9045),bet he starbucks queer,1001002342,1
2633,hateful,tensor(0.9777),its so many bitches their friends do not like me all because of one nigga nigga that will still have,1001012316,0
2634,hateful,tensor(0.9762),eaglesnation and every eagles need to see that pic just posted because that bitch just said the most racist shit,1001000073,0
2635,hateful,tensor(0.9911),rt these hoes be acting up you know what imma let em,1001017265,0
2636,hateful,tensor(0.9902),the policy should be very simple refugees are not welcome other than for handful of individuals every year economic migrants who have no automatic right to be in this country are not welcome at all humanitarian help can happen through international charities,2861,1
2637,not-hateful,tensor(0.9998),roster reconfiguration season is coming up,7788,0
2638,not-hateful,tensor(0.9338),stegosaurus hissed like snake pterodactyl sounded like crow rex like cross between parrot and an elephant,1001006475,0
2639,hateful,tensor(0.9943),you stupid wanna be bitch go back to your hole,6412,1
2640,hateful,tensor(0.9904),if the servers for black ops acts gay today this is my bitch fo the nite,1001011878,0
2641,hateful,tensor(0.9864),bitch did not we just discuss this shit yesterday what time faget,1001006618,0
2642,hateful,tensor(0.8999),nigga it rang for secs yea meant to call you,5.92907E+17,0
2643,not-hateful,tensor(0.9997),where europes migrants are,2572,0
2644,hateful,tensor(0.9648),god send me real nigga my way please beg you the one want do not know how to act,8.53E+17,0
2645,hateful,tensor(0.9901),really wanna go out seriously pick fight with some random ass nigga im heated as fuck,5.89406E+17,0
2646,not-hateful,tensor(0.9949),supper with the girls destiny heather diana cheryl osaka japanese restaurant,6.88516E+17,0
2647,hateful,tensor(0.9975),rt can not handle no liquor but these bitches can not handle me,1001016279,0
2648,not-hateful,tensor(0.7826),uk deports refugee children back to where they came from when they turn free speech time,2216,1
2649,hateful,tensor(0.9848),hardcore way to eat mac and cheese boil water snort cheese powder drink boiling water fuck bitches,1001000406,0
2650,hateful,tensor(0.9935),niggas be acting like they dont have somebody,8.92E+17,0
2651,hateful,tensor(0.9952),rt llamf cumin wit better bars already bitch boiz yall dun fukd all da way up,1001020486,0
2652,hateful,tensor(0.9941),nigga will say the worst about bitch and she ll still feel validated as long as he would fuck her,1001007675,0
2653,hateful,tensor(0.8792),when you put it in her butt without tellin her and her head spins all the way around to cuss you out,8200,0
2654,hateful,tensor(0.9813),how to pronounce whore eyed cunt rt,7836,0
2655,hateful,tensor(0.8608),rt where my favorite jiggers at,1001016321,0
2656,hateful,tensor(0.9840),coming for you bitch boy,1001005789,0
2657,hateful,tensor(0.9847),lol da only reason can not talk bout da present is cuz my nicca hurt ain played all yr,1001005391,0
2658,hateful,tensor(0.9803),known around tampa as the ugly kid with no hoes,1001011603,0
2659,hateful,tensor(0.9788),you exchange few pleasantries here and there and niggas got you fucked up smh,8.24E+17,0
2660,hateful,tensor(0.9729),lol plot twist what if your girl is secretly hoe,5370,1
2661,hateful,tensor(0.9943),definitely cant fw nigga that associates himself wit bitches dont fw tf you fuccing goofball,1001010443,0
2662,hateful,tensor(0.7778),nicola learn your lesson that its the very non scots and migrants who stopped independence can we have our dropped kerb legislation first,3344,0
2663,hateful,tensor(0.9938),flipped dat pacc said fucc bitch went and did it again,1001010583,0
2664,hateful,tensor(0.9790),if cop punches me in the fucking face im not resisting arrest nigga im tryna weave that shit,9.41E+17,0
2665,not-hateful,tensor(0.9961),clerical job in cleveland oh healthcare interpreter gps coord arabic at cleveland clinic jobs hiring,6.92784E+17,0
2666,hateful,tensor(0.9372),so some pussy do not cream when they cum,1001021434,0
2667,hateful,tensor(0.9953),all niggas suspect,5.9053E+17,0
2668,hateful,tensor(0.9903),rt who do bitches take me for,1001016596,0
2669,hateful,tensor(0.9647),this nigga too studio hate playing against him,9.43E+17,0
2670,hateful,tensor(0.9897),niggas aint real,9.69E+17,0
2671,hateful,tensor(0.9905),rt did not know sure he little bitch valerie jarrett on the other hand you betcha that guy knows eve,1001015631,0
2672,hateful,tensor(0.9931),bust nicca head smack hoe and shoot the club up rt so what we doing,1001008467,0
2673,not-hateful,tensor(0.8991),gut wrenching piece on how some syrian refugee children have been sold into sham marriages for rape,549,0
2674,hateful,tensor(0.9923),rt know how in the moment people can be especially guys so excuse me for not trusting you being fucked up around hoes,1001015813,0
2675,hateful,tensor(0.9109),lmao ll quit fuck that,5.87848E+17,0
2676,hateful,tensor(0.9274),austria locals call to deport migrants after hundreds of muslims take to streets to embrace hezbollah free speech time,2672,1
2677,hateful,tensor(0.9946),ur ballsack is hairy gtfo tranny prude bitch,1001007170,1
2678,hateful,tensor(0.9859),wonder if twitter didnt allow pictures and avi how many followers yall would really have cus yall bitches dont be talkin bout shit,1001011406,0
2679,hateful,tensor(0.9938),rt first thing look at is what on bitch feet,1001018595,0
2680,hateful,tensor(0.9879),side bitch sunday,1001000358,0
2681,hateful,tensor(0.9095),man have sisters who turned on me over nigga unloyalty at its finest,9.86E+17,0
2682,hateful,tensor(0.9604),whatta you fags doin,1001003447,0
2683,hateful,tensor(0.9774),bitches naked,1001005792,0
2684,not-hateful,tensor(0.8414),trump only workable immigration solution is to detain prosecute and promptly remove anyone who crosses border yes indeed,2227,1
2685,hateful,tensor(0.9734),just wanna shine be young nigga getting cake,5.90285E+17,0
2686,not-hateful,tensor(0.7347),transformersthelastknight michaelbay now really all his movie jokes can show how racist he is,8.77E+17,1
2687,hateful,tensor(0.8736),depends are you racist asshole then yeah ll spew hate at your white ass,9.05E+17,1
2688,hateful,tensor(0.9973),hopefully they will get deportation orders and be on the next flight back to cairo,13853553_1,1
2689,hateful,tensor(0.8474),rt because some women are stupid,8649,1
2690,hateful,tensor(0.9940),rt how am suppose to ride for you and you got bitches ina back seat,1001016304,0
2691,hateful,tensor(0.9914),rt pretty but dat pussy got thousand miles on it book value all fucked up,1001016176,0
2692,not-hateful,tensor(0.5075),rt illegals bringing diseases across border contagious patients separated from others by yellow tape pregnant teens http,1001015443,0
2693,hateful,tensor(0.8955),rt it okay for michael sam to mock manziel but if johnny mocked sam by pretending to have dick in his mouth he get,1001015787,0
2694,not-hateful,tensor(0.6134),illegal alien who opened the floodgates for millions more to follow buildthatwall deportillegals maga usa potus trump,834,1
2695,hateful,tensor(0.5811),it black history month you can treat me like this,8.27E+17,0
2696,hateful,tensor(0.9823),bad bitches only,1001006394,0
2697,hateful,tensor(0.9904),the real tony montana got naked bitches on banana boat,1001011709,0
2698,hateful,tensor(0.9775),nigga answers the phone talking bout you away from yo husband now,8.91E+17,0
2699,not-hateful,tensor(0.9950),ego bruise harder than any belt ever could,7633,0
2700,hateful,tensor(0.9961),rt one two three four how many niggers are in my store,1001020706,1
2701,hateful,tensor(0.9958),rt can not fw no friendly bitch,1001018251,0
2702,hateful,tensor(0.9844),rt all look fucking retarded with alls pants down to your ankles,1001020096,0
2703,not-hateful,tensor(0.9956),strong muslim identity is the best defense against extremism great read if think know or if know do not,8.60E+17,0
2704,hateful,tensor(0.8884),imma stop washing my balls and complain about freddie gray to jazz music so can get affection,9.38E+17,0
2705,hateful,tensor(0.9935),rt went to both lunches because of your bitch ass,1001019469,0
2706,not-hateful,tensor(0.7040),end systematic racism that condones the murder of young men of color repeatedly brings their families no justice down with system that strips kids away from their fathers rip stephon clark,9.80E+17,0
2707,not-hateful,tensor(0.9223),belgian new law allows police to hunt illegal migrants and deport them by raiding private homes sheltering migrants free speech time,18296,1
2708,hateful,tensor(0.8844),haha private industry birthday is needed to all who have celebrated our bday the past month can not wait for ours see you nig lol,1001009881,0
2709,not-hateful,tensor(0.9384),thank you for inviting me to participate in march in san diego tijuana storytelling narratives through zinemaking by uncodumented people immigrants refugees how libraries can support this by hosting workshops starting zine library,9.62E+17,0
2710,hateful,tensor(0.5114),so just rode out tornado at mexican food joint figured it did git me die like lived with tacos iced tea texanproblems,5.89253E+17,0
2711,hateful,tensor(0.9714),rt want baby but im young and retarded so no,1001015309,0
2712,not-hateful,tensor(0.9365),remember when supt dr daniel king and police wouldnt lift finger or bother commenting when an immigrant student was separated from his mother and deported in,2296,0
2713,not-hateful,tensor(0.9955),another country that lost to the muslim,9.41E+17,1
2714,not-hateful,tensor(0.9991),my nigga sonic is today,8.78E+17,0
